Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A0Q0YNR7	A0A0Q0YNR7_9CORY	Cutinase	Corynebacterium oculi	1544416
A0A0Q0YRN7	A0A0Q0YRN7_9CORY	Cutinase	Corynebacterium oculi	1544416
A0A0Q0YX33	A0A0Q0YX33_9CORY	Cutinase	Corynebacterium lowii	1544413
A0A0Q0Z2E5	A0A0Q0Z2E5_9CORY	Cutinase	Corynebacterium oculi	1544416
A0A0Q0Z8I3	A0A0Q0Z8I3_9CORY	Cutinase	Corynebacterium lowii	1544413
A0A0Q1A9M2	A0A0Q1A9M2_9CORY	Cutinase	Corynebacterium lowii	1544413
A0A0Q2LMN2	A0A0Q2LMN2_MYCGO	Cutinase	Mycobacterium gordonae	1778
A0A0Q2LPE4	A0A0Q2LPE4_MYCGO	Cutinase	Mycobacterium gordonae	1778
A0A0Q2M031	A0A0Q2M031_MYCGO	Cutinase	Mycobacterium gordonae	1778
A0A0Q2MAA9	A0A0Q2MAA9_MYCGO	Cutinase	Mycobacterium gordonae	1778
A0A0Q2UBF0	A0A0Q2UBF0_MYCGO	Cutinase	Mycobacterium gordonae	1778
A0A0R2RU38	A0A0R2RU38_9GAMM	PET hydrolase/cutinase-like domain-containing protein	OM182 bacterium BACL3 MAG-120507-bin80	1655577
A0A0R2T6F9	A0A0R2T6F9_9GAMM	PET hydrolase/cutinase-like domain-containing protein	OM182 bacterium BACL3 MAG-120619-bin3	1655593
A0A0R2X3K4	A0A0R2X3K4_9GAMM	PET hydrolase/cutinase-like domain-containing protein	OM182 bacterium BACL3 MAG-120924-bin41	1655632
A0A0R2XSY4	A0A0R2XSY4_9GAMM	PET hydrolase/cutinase-like domain-containing protein	OM182 bacterium BACL3 MAG-120531-bin86	1655628
A0A0S2KB11	A0A0S2KB11_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Pseudohongiella spirulinae	1249552
A0A0S4QJ53	A0A0S4QJ53_9ACTN	Cutinase	Parafrankia irregularis	795642
A0A0T9F8L0	A0A0T9F8L0_MYCTX	Cutinase Cut1 (EC 3.1.1.74)	Mycobacterium tuberculosis	1773
A0A0U0SN15	A0A0U0SN15_MYCTX	Cutinase cut1	Mycobacterium tuberculosis	1773
A0A0U0T7Q4	A0A0U0T7Q4_MYCTX	Cutinase cut1	Mycobacterium tuberculosis	1773
A0A0U0W2C3	A0A0U0W2C3_MYCBE	Serine esterase cutinase	Mycobacterium bohemicum DSM 44277	1236609
A0A0U0W453	A0A0U0W453_MYCBE	Cutinase Cut3	Mycobacterium bohemicum DSM 44277	1236609
A0A0U0W818	A0A0U0W818_MYCBE	Cutinase Cfp21	Mycobacterium bohemicum DSM 44277	1236609
A0A0U0W9R3	A0A0U0W9R3_MYCBE	Cutinase	Mycobacterium bohemicum DSM 44277	1236609
A0A0U0WA11	A0A0U0WA11_MYCBE	Cutinase Cut5	Mycobacterium bohemicum DSM 44277	1236609
A0A0U0ZES2	A0A0U0ZES2_9MYCO	Cutinase (EC 3.1.1.74)	Mycobacteroides abscessus	36809
A0A0U0ZJ87	A0A0U0ZJ87_9MYCO	Probable cutinase cut3	Mycobacteroides abscessus	36809
A0A0U0ZJT4	A0A0U0ZJT4_9MYCO	Probable cutinase Cut4	Mycobacteroides abscessus	36809
A0A0U0ZME3	A0A0U0ZME3_9MYCO	Cutinase cut3 (EC 3.1.1.74)	Mycobacteroides abscessus	36809
A0A0U0ZS66	A0A0U0ZS66_9MYCO	Hypothetical cutinase	Mycobacteroides abscessus	36809
A0A0U0ZSP3	A0A0U0ZSP3_9MYCO	Cutinase	Mycobacteroides abscessus	36809
A0A0U1CVR2	A0A0U1CVR2_9MYCO	Serine esterase cutinase	Mycobacterium europaeum	761804
A0A0U1CX11	A0A0U1CX11_9MYCO	Cutinase	Mycolicibacterium conceptionense	451644
A0A0U1CZZ8	A0A0U1CZZ8_9MYCO	Cutinase Cfp21	Mycobacterium europaeum	761804
A0A0U1D000	A0A0U1D000_9MYCO	Serine esterase cutinase	Mycobacterium europaeum	761804
A0A0U1D3C2	A0A0U1D3C2_9MYCO	Cutinase	Mycobacterium europaeum	761804
A0A0U1D3N0	A0A0U1D3N0_9MYCO	Cutinase	Mycolicibacterium conceptionense	451644
A0A0U1D577	A0A0U1D577_9MYCO	Serine esterase, cutinase	Mycolicibacterium conceptionense	451644
A0A0U1D6S2	A0A0U1D6S2_9MYCO	Serine esterase cutinase	Mycobacterium europaeum	761804
A0A0U1DFU6	A0A0U1DFU6_9MYCO	Cutinase Cut1	Mycobacterium europaeum	761804
A0A0U1DIN9	A0A0U1DIN9_9MYCO	Cutinase Cut3	Mycolicibacterium conceptionense	451644
A0A0U1DJC7	A0A0U1DJC7_9MYCO	Serine esterase cutinase	Mycobacterium europaeum	761804
A0A0U1DPF4	A0A0U1DPF4_9MYCO	Cutinase Cut3	Mycobacterium europaeum	761804
A0A0U1LMK4	A0A0U1LMK4_TALIS	Cutinase transcription factor 1 alpha	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1LUU6	A0A0U1LUU6_TALIS	Cutinase transcription factor 1 alpha	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1LV13	A0A0U1LV13_TALIS	Cutinase transcription factor 1 beta	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1LV80	A0A0U1LV80_TALIS	Cutinase transcription factor 1 alpha	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1LYD9	A0A0U1LYD9_TALIS	Cutinase transcription factor 1 beta	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1LZR2	A0A0U1LZR2_TALIS	Cutinase transcription factor 1 alpha	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1M2Z0	A0A0U1M2Z0_TALIS	Cutinase transcription factor 1 alpha	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1M4Y7	A0A0U1M4Y7_TALIS	Cutinase transcription factor 1 beta	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1M6K8	A0A0U1M6K8_TALIS	Cutinase transcription factor 1 beta	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1M794	A0A0U1M794_TALIS	Cutinase transcription factor 1 beta	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1M8W9	A0A0U1M8W9_TALIS	Cutinase transcription factor 1 alpha	Talaromyces islandicus (Penicillium islandicum)	28573
A0A0U1M9H0	A0A0U1M9H0_TALIS	Cutinase gene palindrome-binding protein	Talaromyces islandicus (Penicillium islandicum)	28573
