Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A1A0R4P0	A0A1A0R4P0_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0R812	A0A1A0R812_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0REE0	A0A1A0REE0_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0RGW0	A0A1A0RGW0_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0V6N7	A0A1A0V6N7_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A0V9E4	A0A1A0V9E4_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A0VCY0	A0A1A0VCY0_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A0VD56	A0A1A0VD56_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A0VJ19	A0A1A0VJ19_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A0VX58	A0A1A0VX58_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0W221	A0A1A0W221_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0W241	A0A1A0W241_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0W269	A0A1A0W269_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0W2A7	A0A1A0W2A7_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0WB10	A0A1A0WB10_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0WEW9	A0A1A0WEW9_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A0WI03	A0A1A0WI03_MYCPR	Cutinase (EC 3.1.1.-)	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	43304
A0A1A1WP78	A0A1A1WP78_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium conceptionense	451644
A0A1A2E7H7	A0A1A2E7H7_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2EK83	A0A1A2EK83_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2EKB8	A0A1A2EKB8_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2ELY9	A0A1A2ELY9_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2EVK4	A0A1A2EVK4_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2GYN8	A0A1A2GYN8_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium alsense	324058
A0A1A2RNL0	A0A1A2RNL0_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2RYT8	A0A1A2RYT8_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2SPA8	A0A1A2SPA8_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2T4J6	A0A1A2T4J6_MYCNT	Cutinase (EC 3.1.1.-)	Mycobacterium mantenii	560555
A0A1A2TES3	A0A1A2TES3_MYCNT	Cutinase (EC 3.1.1.-)	Mycobacterium mantenii	560555
A0A1A2TKR9	A0A1A2TKR9_MYCNT	Cutinase (EC 3.1.1.-)	Mycobacterium mantenii	560555
A0A1A2TM36	A0A1A2TM36_MYCNT	Cutinase (EC 3.1.1.-)	Mycobacterium mantenii	560555
A0A1A2TSC2	A0A1A2TSC2_MYCNT	Cutinase (EC 3.1.1.-)	Mycobacterium mantenii	560555
A0A1A2UGK1	A0A1A2UGK1_MYCSC	Cutinase (EC 3.1.1.-)	Mycobacterium scrofulaceum	1783
A0A1A2UKU0	A0A1A2UKU0_MYCSC	Cutinase (EC 3.1.1.-)	Mycobacterium scrofulaceum	1783
A0A1A2ULP8	A0A1A2ULP8_MYCSC	Cutinase (EC 3.1.1.-)	Mycobacterium scrofulaceum	1783
A0A1A2W384	A0A1A2W384_MYCSC	Cutinase (EC 3.1.1.-)	Mycobacterium scrofulaceum	1783
A0A1A2XWR1	A0A1A2XWR1_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2XWS4	A0A1A2XWS4_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2Y116	A0A1A2Y116_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2Y3M0	A0A1A2Y3M0_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A2YCB7	A0A1A2YCB7_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2YCY2	A0A1A2YCY2_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2YL81	A0A1A2YL81_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2YV89	A0A1A2YV89_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2YVY5	A0A1A2YVY5_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A2ZK78	A0A1A2ZK78_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium kyorinense	487514
A0A1A2ZKR3	A0A1A2ZKR3_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium kyorinense	487514
A0A1A3BJY6	A0A1A3BJY6_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3CA54	A0A1A3CA54_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3CEF4	A0A1A3CEF4_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3CEU0	A0A1A3CEU0_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3CX00	A0A1A3CX00_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3CX23	A0A1A3CX23_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3CZI9	A0A1A3CZI9_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3DJ48	A0A1A3DJ48_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium alsense	324058
A0A1A3DJ78	A0A1A3DJ78_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3GC38	A0A1A3GC38_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A3GKW1	A0A1A3GKW1_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3GRC3	A0A1A3GRC3_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3GTE4	A0A1A3GTE4_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3GY23	A0A1A3GY23_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3GYY2	A0A1A3GYY2_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3H1Y2	A0A1A3H1Y2_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3H2P7	A0A1A3H2P7_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium colombiense	339268
A0A1A3H375	A0A1A3H375_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3H3A0	A0A1A3H3A0_MYCMU	Cutinase (EC 3.1.1.-)	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	56689
A0A1A3KEB2	A0A1A3KEB2_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3KEF8	A0A1A3KEF8_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3KJY5	A0A1A3KJY5_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3KTW9	A0A1A3KTW9_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3MKG2	A0A1A3MKG2_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3MYY7	A0A1A3MYY7_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3N0D0	A0A1A3N0D0_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3N1L7	A0A1A3N1L7_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3N253	A0A1A3N253_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3N490	A0A1A3N490_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3NA86	A0A1A3NA86_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3NEN5	A0A1A3NEN5_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3NQ63	A0A1A3NQ63_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3NRM7	A0A1A3NRM7_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3NSQ7	A0A1A3NSQ7_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3NT07	A0A1A3NT07_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3P2Q1	A0A1A3P2Q1_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3P2R2	A0A1A3P2R2_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3TMA4	A0A1A3TMA4_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A3U2P6	A0A1A3U2P6_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A3U359	A0A1A3U359_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A3U3R4	A0A1A3U3R4_MYCSD	Cutinase (EC 3.1.1.-)	Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense)	875328
A0A1A3UE12	A0A1A3UE12_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A3UFT7	A0A1A3UFT7_MYCAS	Cutinase (EC 3.1.1.-)	Mycobacterium asiaticum	1790
A0A1A6BAQ4	A0A1A6BAQ4_MYCGO	Cutinase (EC 3.1.1.-)	Mycobacterium gordonae	1778
A0A1A6BIK6	A0A1A6BIK6_MYCGO	Cutinase (EC 3.1.1.-)	Mycobacterium gordonae	1778
A0A1A6BLI4	A0A1A6BLI4_MYCGO	Cutinase (EC 3.1.1.-)	Mycobacterium gordonae	1778
A0A1A6BLK2	A0A1A6BLK2_MYCGO	Cutinase (EC 3.1.1.-)	Mycobacterium gordonae	1778
A0A1A6BMQ0	A0A1A6BMQ0_MYCGO	Cutinase (EC 3.1.1.-)	Mycobacterium gordonae	1778
A0A1B1JZU1	A0A1B1JZU1_RHOOP	Cutinase	Rhodococcus opacus (Nocardia opaca)	37919
A0A1B4Y371	A0A1B4Y371_MYCUL	Cutinase (EC 3.1.1.-)	Mycobacterium ulcerans subsp. shinshuense	1124626
A0A1B4Y793	A0A1B4Y793_MYCUL	Cutinase (EC 3.1.1.-)	Mycobacterium ulcerans subsp. shinshuense	1124626
A0A1B4Y7A4	A0A1B4Y7A4_MYCUL	Cutinase (EC 3.1.1.-)	Mycobacterium ulcerans subsp. shinshuense	1124626
A0A1B5L4J3	A0A1B5L4J3_USTVR	Cutinase (EC 3.1.1.74)	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	1159556
A0A1B7NR08	A0A1B7NR08_9EURO	cutinase (EC 3.1.1.74)	Emergomyces africanus	1955775
A0A1B7XUG8	A0A1B7XUG8_COLHI	cutinase (EC 3.1.1.74)	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273
A0A1B7Y3Q4	A0A1B7Y3Q4_COLHI	Cutinase (EC 3.1.1.74)	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273
A0A1B7YAS2	A0A1B7YAS2_COLHI	Cutinase (EC 3.1.1.74)	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273
A0A1B7YHV3	A0A1B7YHV3_COLHI	cutinase (EC 3.1.1.74)	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273
A0A1B7YKM3	A0A1B7YKM3_COLHI	Cutinase (EC 3.1.1.74)	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273
A0A1B7YSF6	A0A1B7YSF6_COLHI	Cutinase (EC 3.1.1.74)	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	759273
A0A1B8A7N5	A0A1B8A7N5_FUSPO	cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8AEL7	A0A1B8AEL7_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8AUZ4	A0A1B8AUZ4_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8AW69	A0A1B8AW69_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8B6S0	A0A1B8B6S0_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8B7L0	A0A1B8B7L0_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8BAA2	A0A1B8BAA2_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1B8GF94	A0A1B8GF94_9PEZI	Cutinase (EC 3.1.1.74)	Pseudogymnoascus verrucosus	342668
A0A1B8GMK8	A0A1B8GMK8_9PEZI	Cutinase (EC 3.1.1.74)	Pseudogymnoascus verrucosus	342668
A0A1B8SAI5	A0A1B8SAI5_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacter kumamotonensis	354243
A0A1B8SCU7	A0A1B8SCU7_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacter kumamotonensis	354243
A0A1B8SFE7	A0A1B8SFE7_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacter kumamotonensis	354243
A0A1B8SK18	A0A1B8SK18_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacter kumamotonensis	354243
A0A1B8SK23	A0A1B8SK23_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacter kumamotonensis	354243
A0A1B9CUI8	A0A1B9CUI8_MYCMA	Cutinase (EC 3.1.1.-)	Mycobacterium malmoense	1780
A0A1B9CUW6	A0A1B9CUW6_MYCMA	Cutinase (EC 3.1.1.-)	Mycobacterium malmoense	1780
A0A1B9DEM1	A0A1B9DEM1_MYCMA	Cutinase (EC 3.1.1.-)	Mycobacterium malmoense	1780
A0A1B9DEP9	A0A1B9DEP9_MYCMA	Cutinase (EC 3.1.1.-)	Mycobacterium malmoense	1780
A0A1C3YND2	A0A1C3YND2_GIBZE	Cutinase (EC 3.1.1.74)	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533
A0A1C7NPG9	A0A1C7NPG9_9FUNG	Cutinase transcription factor 1 alpha	Choanephora cucurbitarum	101091
A0A1D2J4W2	A0A1D2J4W2_PARBR	cutinase (EC 3.1.1.74)	Paracoccidioides brasiliensis	121759
A0A1D9PSX2	A0A1D9PSX2_SCLS1	Cutinase (EC 3.1.1.74)	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A0A1D9PUL6	A0A1D9PUL6_SCLS1	Cutinase (EC 3.1.1.74)	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A0A1D9PV41	A0A1D9PV41_SCLS1	Cutinase (EC 3.1.1.74)	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A0A1D9QFI7	A0A1D9QFI7_SCLS1	Cutinase (EC 3.1.1.74)	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A0A1D9QKX1	A0A1D9QKX1_SCLS1	Cutinase (EC 3.1.1.74)	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	665079
A0A1E1JZ39	A0A1E1JZ39_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1K2A1	A0A1E1K2A1_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1K541	A0A1E1K541_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1K5T1	A0A1E1K5T1_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1K7I5	A0A1E1K7I5_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1K7Q9	A0A1E1K7Q9_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1KJV2	A0A1E1KJV2_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1KLW9	A0A1E1KLW9_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1KRX5	A0A1E1KRX5_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1KS54	A0A1E1KS54_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1KYS2	A0A1E1KYS2_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1L2T3	A0A1E1L2T3_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1L951	A0A1E1L951_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1L996	A0A1E1L996_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1L9U0	A0A1E1L9U0_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1LA10	A0A1E1LA10_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1LC63	A0A1E1LC63_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1LCE7	A0A1E1LCE7_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1LK23	A0A1E1LK23_9HELO	Cutinase (EC 3.1.1.74)	Rhynchosporium graminicola	2792576
A0A1E1LTR5	A0A1E1LTR5_9HELO	cutinase (EC 3.1.1.74)	Rhynchosporium agropyri	914238
A0A1E1LU77	A0A1E1LU77_RHYSE	cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1M409	A0A1E1M409_RHYSE	cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1M6R3	A0A1E1M6R3_RHYSE	Cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1MHL9	A0A1E1MHL9_RHYSE	cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1MI55	A0A1E1MI55_RHYSE	Cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1MQZ3	A0A1E1MQZ3_RHYSE	Cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1MW31	A0A1E1MW31_RHYSE	Cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E1MWK0	A0A1E1MWK0_RHYSE	cutinase (EC 3.1.1.74)	Rhynchosporium secalis (Barley scald fungus)	38038
A0A1E3B192	A0A1E3B192_ASPCR	Cutinase (EC 3.1.1.74)	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	573508
A0A1E3RFR2	A0A1E3RFR2_MYCFV	Cutinase (EC 3.1.1.-)	Mycolicibacterium flavescens (Mycobacterium flavescens)	1776
A0A1E3RJH2	A0A1E3RJH2_MYCFV	Cutinase (EC 3.1.1.-)	Mycolicibacterium flavescens (Mycobacterium flavescens)	1776
A0A1E3RLB0	A0A1E3RLB0_MYCFV	Cutinase (EC 3.1.1.-)	Mycolicibacterium flavescens (Mycobacterium flavescens)	1776
A0A1E3RM42	A0A1E3RM42_MYCFV	Cutinase (EC 3.1.1.-)	Mycolicibacterium flavescens (Mycobacterium flavescens)	1776
A0A1E3RT86	A0A1E3RT86_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium holsaticum	152142
A0A1E3RUL1	A0A1E3RUL1_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium holsaticum	152142
A0A1E3RUP8	A0A1E3RUP8_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium holsaticum	152142
A0A1E3SDR5	A0A1E3SDR5_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium sherrisii	243061
A0A1E3SF06	A0A1E3SF06_MYCIE	Cutinase (EC 3.1.1.-)	Mycobacterium intermedium	28445
A0A1E3SGC9	A0A1E3SGC9_MYCIE	Cutinase (EC 3.1.1.-)	Mycobacterium intermedium	28445
A0A1E3SJH7	A0A1E3SJH7_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium sherrisii	243061
A0A1E3SL57	A0A1E3SL57_MYCIE	Cutinase (EC 3.1.1.-)	Mycobacterium intermedium	28445
A0A1E3SL58	A0A1E3SL58_MYCIE	Cutinase (EC 3.1.1.-)	Mycobacterium intermedium	28445
A0A1E3SNK7	A0A1E3SNK7_MYCIE	Cutinase (EC 3.1.1.-)	Mycobacterium intermedium	28445
A0A1E3T4S4	A0A1E3T4S4_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium sherrisii	243061
A0A1E3T6U1	A0A1E3T6U1_9MYCO	Cutinase (EC 3.1.1.-)	Mycobacterium sherrisii	243061
A0A1E3TGU0	A0A1E3TGU0_MYCSH	Cutinase (EC 3.1.1.-)	Mycobacterium shimoidei	29313
A0A1E3TGX8	A0A1E3TGX8_MYCSH	Cutinase (EC 3.1.1.-)	Mycobacterium shimoidei	29313
A0A1E3TJ69	A0A1E3TJ69_MYCSH	Cutinase (EC 3.1.1.-)	Mycobacterium shimoidei	29313
A0A1E7JWT9	A0A1E7JWT9_9ACTN	Cutinase (EC 3.1.1.-)	Streptomyces oceani	1075402
A0A1E8PVN9	A0A1E8PVN9_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8PVP2	A0A1E8PVP2_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8PWA5	A0A1E8PWA5_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8PXW4	A0A1E8PXW4_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8Q2C9	A0A1E8Q2C9_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8Q2L0	A0A1E8Q2L0_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8Q2S9	A0A1E8Q2S9_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8Q3C2	A0A1E8Q3C2_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8Q4G3	A0A1E8Q4G3_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8Q7R0	A0A1E8Q7R0_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1E8QAX8	A0A1E8QAX8_9MYCO	Cutinase (EC 3.1.1.-)	Mycolicibacterium grossiae	1552759
A0A1F5LH72	A0A1F5LH72_PENAI	Cutinase	Penicillium arizonense	1835702
A0A1F7ZZL4	A0A1F7ZZL4_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus bombycis	109264
A0A1F8A0Q8	A0A1F8A0Q8_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus bombycis	109264
A0A1F8A0U7	A0A1F8A0U7_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus bombycis	109264
A0A1F8AGU1	A0A1F8AGU1_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus bombycis	109264
A0A1G4AUG9	A0A1G4AUG9_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4AYJ4	A0A1G4AYJ4_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4B030	A0A1G4B030_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4B111	A0A1G4B111_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4BHN4	A0A1G4BHN4_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4BJ60	A0A1G4BJ60_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4BLR3	A0A1G4BLR3_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4BM06	A0A1G4BM06_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
A0A1G4BMB9	A0A1G4BMB9_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum orchidophilum	1209926
