Entry	Entry Name	Protein names	Organism	Organism (ID)
A0ABX1HAH6	A0ABX1HAH6_9ACTN	Alkane 1-monooxygenase	Streptomyces physcomitrii	2724184
A0ABX1HJG1	A0ABX1HJG1_9BACT	Alkane 1-monooxygenase (EC 1.14.15.3)	Hymenobacter artigasi	2719616
A0ABX1IIC8	A0ABX1IIC8_STRGB	Alkane 1-monooxygenase	Streptomyces galbus	33898
A0ABX1IZA0	A0ABX1IZA0_9PSEU	Alkane 1-monooxygenase	Amycolatopsis acididurans	2724524
A0ABX1L9M2	A0ABX1L9M2_9ACTN	Alkane 1-monooxygenase	Tsukamurella columbiensis	128509
A0ABX1MGS7	A0ABX1MGS7_9RHOO	Alkane 1-monooxygenase	Aromatoleum petrolei	76116
A0ABX1MT29	A0ABX1MT29_9RHOO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Aromatoleum petrolei	76116
A0ABX1N9E3	A0ABX1N9E3_9RHOO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Aromatoleum toluolicum	90060
A0ABX1PY09	A0ABX1PY09_9RHOO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Aromatoleum toluvorans	92002
A0ABX1QDC9	A0ABX1QDC9_9RHOO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Aromatoleum diolicum	75796
A0ABX1TVG0	A0ABX1TVG0_9PROT	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Candidatus Accumulibacter phosphatis	327160
A0ABX1UVD7	A0ABX1UVD7_9GAMM	Alkane 1-monooxygenase	Acinetobacter terrestris	2529843
A0ABX1UYS3	A0ABX1UYS3_9GAMM	Alkane 1-monooxygenase	Acinetobacter terrae	2731247
A0ABX1WGA9	A0ABX1WGA9_9RHOB	Alkane 1-monooxygenase	Ruegeria atlantica	81569
A0ABX2AFP8	A0ABX2AFP8_9PROT	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Komagataeibacter melomenusus	2766578
A0ABX2C3V3	A0ABX2C3V3_9BURK	Alkane 1-monooxygenase	Paraburkholderia solitsugae	2675748
A0ABX2CFG4	A0ABX2CFG4_9BRAD	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Bradyrhizobium aeschynomenes	2734909
A0ABX2D6P2	A0ABX2D6P2_9CYAN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Microcoleus asticus IPMA8	2563858
A0ABX2EK98	A0ABX2EK98_9BURK	Alkane 1-monooxygenase	Pseudaquabacterium terrae	2732868
A0ABX2IRQ6	A0ABX2IRQ6_9RHOB	Alkane 1-monooxygenase	Parasulfitobacter algicola	2614809
A0ABX2JXN6	A0ABX2JXN6_9MYCO	Alkane 1-monooxygenase	Mycolicibacterium sphagni	1786
A0ABX2K1X0	A0ABX2K1X0_9MYCO	Alkane 1-monooxygenase	Mycolicibacterium sphagni	1786
A0ABX2LWL9	A0ABX2LWL9_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Herbaspirillum robiniae	2014887
A0ABX2N0L2	A0ABX2N0L2_9SPHN	Alkane 1-monooxygenase	Parasphingorhabdus flavimaris	266812
A0ABX2P408	A0ABX2P408_9PROT	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Asaia spathodeae	657016
A0ABX2PAS0	A0ABX2PAS0_9RHOB	Alkane 1-monooxygenase	Donghicola mangrovi	2729614
A0ABX2PVQ0	A0ABX2PVQ0_9RHOB	Alkane 1-monooxygenase	Ruegeria haliotis	2747601
A0ABX2Q297	A0ABX2Q297_9BACT	Alkane 1-monooxygenase	Hymenobacter terrestris	2748310
A0ABX2R0Z9	A0ABX2R0Z9_9PSED	Alkane 1-monooxygenase	Pseudomonas reactans	117680
A0ABX2R3A3	A0ABX2R3A3_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas reactans	117680
A0ABX2RP32	A0ABX2RP32_9ACTN	Alkane 1-monooxygenase (EC 1.14.15.3)	Micromonospora purpureochromogenes	47872
A0ABX2VG03	A0ABX2VG03_9MYCO	Alkane 1-monooxygenase	Mycobacterium mungi	1844474
A0ABX2VLJ5	A0ABX2VLJ5_9MYCO	Alkane 1-monooxygenase	Mycobacterium mungi	1844474
A0ABX2WHZ5	A0ABX2WHZ5_9MICO	Alkane 1-monooxygenase	Microbacterium arborescens	33883
A0ABX2Z9S1	A0ABX2Z9S1_PAEPO	Alkane 1-monooxygenase	Paenibacillus polymyxa (Bacillus polymyxa)	1406
A0ABX2ZT61	A0ABX2ZT61_9BACI	Alkane 1-monooxygenase	Gottfriedia luciferensis	178774
A0ABX3AU41	A0ABX3AU41_ALILO	Alkane 1-monooxygenase	Aliivibrio logei 5S-186	626086
A0ABX3AVV5	A0ABX3AVV5_ALILO	Alkane 1-monooxygenase	Aliivibrio logei 5S-186	626086
A0ABX3C5C0	A0ABX3C5C0_9MYCO	Alkane 1-monooxygenase	Mycobacteroides saopaulense	1578165
A0ABX3EK07	A0ABX3EK07_9BACL	Alkane 1-monooxygenase	Paenibacillus helianthi	1349432
A0ABX3F0C3	A0ABX3F0C3_ACTNA	Alkane 1-monooxygenase	Actinomyces naeslundii	1655
A0ABX3GN27	A0ABX3GN27_9BACL	Alkane 1-monooxygenase	Paenibacillus odorifer	189426
A0ABX3GRZ6	A0ABX3GRZ6_PAEBO	Alkane 1-monooxygenase	Paenibacillus borealis	160799
A0ABX3HHK5	A0ABX3HHK5_9BACL	Alkane 1-monooxygenase	Paenibacillus odorifer	189426
A0ABX3MNN6	A0ABX3MNN6_9RHOB	Alkane 1-monooxygenase	Thioclava marina	1915077
A0ABX3MR72	A0ABX3MR72_9RHOB	Alkane 1-monooxygenase	Thioclava marina	1915077
A0ABX3MX37	A0ABX3MX37_9RHOB	Alkane 1-monooxygenase	Thioclava sediminum	1915319
A0ABX3N1Y0	A0ABX3N1Y0_9RHOB	Alkane 1-monooxygenase	Thioclava sediminum	1915319
A0ABX3NTB2	A0ABX3NTB2_9BACT	Alkane 1-monooxygenase	Niastella koreensis	354356
A0ABX3PCV7	A0ABX3PCV7_9HYPH	Alkane 1-monooxygenase	Xaviernesmea rhizosphaerae	1672749
A0ABX3R6N1	A0ABX3R6N1_9MYCO	Alkane 1-monooxygenase	Mycobacterium alsense	324058
A0ABX3RMS6	A0ABX3RMS6_MYCAL	Alkane 1-monooxygenase	Mycolicibacter algericus DSM 45454	723879
A0ABX3RZG1	A0ABX3RZG1_MYCAL	Alkane 1-monooxygenase	Mycolicibacter algericus DSM 45454	723879
A0ABX3SNH6	A0ABX3SNH6_MYCMA	Alkane 1-monooxygenase	Mycobacterium malmoense	1780
A0ABX3ST51	A0ABX3ST51_MYCMA	Alkane 1-monooxygenase	Mycobacterium malmoense	1780
A0ABX3TS18	A0ABX3TS18_9MYCO	Alkane 1-monooxygenase	Mycobacterium timonense	701043
A0ABX3TXI7	A0ABX3TXI7_9GAMM	Alkane 1-monooxygenase	Rouxiella silvae	1646373
A0ABX3V6N9	A0ABX3V6N9_9MYCO	Alkane 1-monooxygenase	Mycolicibacterium conceptionense	451644
A0ABX3VKA1	A0ABX3VKA1_9MYCO	Alkane 1-monooxygenase	Mycobacterium paraense	767916
A0ABX3VTW7	A0ABX3VTW7_9MYCO	Alkane 1-monooxygenase	Mycobacterium paraense	767916
A0ABX3XCE8	A0ABX3XCE8_9GAMM	Alkane 1-monooxygenase	Lonsdalea iberica	1082703
A0ABX3XSE5	A0ABX3XSE5_STRPT	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Streptomyces platensis	58346
A0ABX4EY60	A0ABX4EY60_9BORD	Alkane 1-monooxygenase	Bordetella genomosp. 1	1395607
A0ABX4H9R2	A0ABX4H9R2_9CORY	Alkane 1-monooxygenase	Corynebacterium hadale	2026255
A0ABX4HAC7	A0ABX4HAC7_9CORY	Alkane 1-monooxygenase	Corynebacterium hadale	2026255
A0ABX4HWD0	A0ABX4HWD0_9GAMM	Alkane 1-monooxygenase	Microbulbifer flavimaris	1781068
A0ABX4IQG1	A0ABX4IQG1_9ENTR	Alkane 1-monooxygenase	Kosakonia pseudosacchari	1646340
A0ABX4JYP1	A0ABX4JYP1_9HYPH	Alkane 1-monooxygenase	Rhizobium hidalgonense	1538159
A0ABX4NED3	A0ABX4NED3_9LEPT	Alkane 1-monooxygenase	Leptospira kmetyi	408139
A0ABX4NM68	A0ABX4NM68_9LEPT	Alkane 1-monooxygenase	Leptospira barantonii	2023184
A0ABX4PMC0	A0ABX4PMC0_9LEPT	Alkane 1-monooxygenase	Leptospira haakeii	2023198
A0ABX4QM96	A0ABX4QM96_PSETO	Alkane 1-monooxygenase	Pseudomonas tolaasii NCPPB 2192	564423
A0ABX4SET8	A0ABX4SET8_9GAMM	Alkane 1-monooxygenase	Pectobacterium peruviense	2066479
A0ABX4SXH9	A0ABX4SXH9_9GAMM	Alkane 1-monooxygenase	Pantoea endophytica	92488
A0ABX4XU32	A0ABX4XU32_9LIST	Alkane 1-monooxygenase	Listeria newyorkensis	1497681
A0ABX4Y6G4	A0ABX4Y6G4_9PSED	Alkane 1-monooxygenase	Pseudomonas gingeri NCPPB 3146 = LMG 5327	707248
A0ABX4YKI6	A0ABX4YKI6_9LEPT	Alkane 1-monooxygenase	Leptospira inadai serovar Lyme	293084
A0ABX5A6Y5	A0ABX5A6Y5_9ENTR	Alkane 1-monooxygenase	Lelliottia aquatilis	2080838
A0ABX5ADQ5	A0ABX5ADQ5_RATRA	Alkane 1-monooxygenase	Rathayibacter rathayi (Corynebacterium rathayi)	33887
A0ABX5CJ09	A0ABX5CJ09_9ALTE	Alkane 1-monooxygenase	Alteromonas gracilis	1479524
A0ABX5FTV2	A0ABX5FTV2_9BACL	Alkane 1-monooxygenase	Brevibacillus porteri	2126350
A0ABX5J661	A0ABX5J661_9RHOB	Alkane 1-monooxygenase	Cereibacter johrii	445629
A0ABX5L4K0	A0ABX5L4K0_9MICC	Alkane 1-monooxygenase	Pseudoglutamicibacter cumminsii	156979
A0ABX5L7S0	A0ABX5L7S0_9MICC	Alkane 1-monooxygenase	Pseudoglutamicibacter cumminsii	156979
A0ABX5NS57	A0ABX5NS57_9HYPH	Alkane 1-monooxygenase	Rhizobium wuzhouense	1986026
A0ABX5Q2E5	A0ABX5Q2E5_9FLAO	Alkane 1-monooxygenase	Nonlabens dokdonensis	328515
A0ABX5T0U6	A0ABX5T0U6_9ENTR	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Citrobacter tructae	2562449
A0ABX5W0J9	A0ABX5W0J9_9BRAD	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Bradyrhizobium symbiodeficiens	1404367
A0ABX6CFI8	A0ABX6CFI8_ACIB2	Alkane 1-monooxygenase (EC 1.14.15.3)	Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81)	575584
A0ABX6DKV4	A0ABX6DKV4_KLUIN	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Kluyvera intermedia (Enterobacter intermedius)	61648
A0ABX6F4W2	A0ABX6F4W2_YERIN	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Yersinia intermedia	631
A0ABX6GRC8	A0ABX6GRC8_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Serratia rhizosphaerae	2597702
A0ABX6HC74	A0ABX6HC74_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas asturiensis	1190415
A0ABX6HL36	A0ABX6HL36_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pandoraea fibrosis	1891094
A0ABX6IDE6	A0ABX6IDE6_9ACTN	Alkane 1-monooxygenase	Gordonia pseudamarae	2831662
A0ABX6IQU6	A0ABX6IQU6_9ACTN	Alkane 1-monooxygenase	Gordonia pseudamarae	2831662
A0ABX6L0A7	A0ABX6L0A7_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium punjabense	2108399
A0ABX6N6M6	A0ABX6N6M6_9BURK	Alkane 1-monooxygenase	Limnobacter profundi	2732163
A0ABX6N992	A0ABX6N992_9BURK	Alkane 1-monooxygenase	Limnobacter profundi	2732163
A0ABX6VC42	A0ABX6VC42_9GAMM	Alkane 1-monooxygenase	Shewanella eurypsychrophilus	2593656
A0ABX6YNY2	A0ABX6YNY2_9RHOB	Alkane 1-monooxygenase	Thioclava electrotropha	1549850
A0ABX6YRZ5	A0ABX6YRZ5_9RHOB	Alkane 1-monooxygenase	Thioclava electrotropha	1549850
A0ABX7AB04	A0ABX7AB04_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Providencia manganoxydans	2923283
A0ABX7D968	A0ABX7D968_SERLI	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Serratia liquefaciens	614
A0ABX7F9I6	A0ABX7F9I6_9RHOB	Alkane 1-monooxygenase	Ponticoccus alexandrii	1943633
A0ABX7FCR1	A0ABX7FCR1_9RHOB	Alkane 1-monooxygenase	Ponticoccus alexandrii	1943633
A0ABX7G958	A0ABX7G958_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas granadensis	1421430
A0ABX7JLG7	A0ABX7JLG7_9RHOB	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Paracoccus methylovorus	2812658
A0ABX7K299	A0ABX7K299_9PSED	Alkane 1-monooxygenase	Pseudomonas hygromyciniae	2812000
A0ABX7K5U5	A0ABX7K5U5_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas hygromyciniae	2812000
A0ABX7M770	A0ABX7M770_9RHOO	Alkane 1-monooxygenase	Niveibacterium microcysteis	2811415
A0ABX7MDV9	A0ABX7MDV9_ERWAM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Erwinia amylovora (Fire blight bacteria)	552
A0ABX7MMC5	A0ABX7MMC5_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Marinobacter salinisoli	2769486
A0ABX7MRV0	A0ABX7MRV0_9GAMM	Alkane 1-monooxygenase	Marinobacter salinisoli	2769486
A0ABX7MW21	A0ABX7MW21_9GAMM	Alkane 1-monooxygenase	Marinobacter salinisoli	2769486
A0ABX7PEH2	A0ABX7PEH2_9ACTN	Alkane 1-monooxygenase	Nocardioides aromaticivorans	200618
A0ABX7PEU0	A0ABX7PEU0_9ACTN	Alkane 1-monooxygenase	Nocardioides aromaticivorans	200618
A0ABX7UWT8	A0ABX7UWT8_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Brenneria izadpanahii	2722756
A0ABX7WTS5	A0ABX7WTS5_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Thiothrix litoralis	2891210
A0ABX7X7T2	A0ABX7X7T2_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Candidatus Thiothrix anitrata	2823902
A0ABX7ZCK5	A0ABX7ZCK5_9RALS	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Ralstonia syzygii	28097
A0ABX7ZRY9	A0ABX7ZRY9_9RALS	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Ralstonia nicotianae	3037696
A0ABX8AB66	A0ABX8AB66_9BRAD	DNA oxidative demethylase AlkB	Tardiphaga alba	340268
A0ABX8AGH9	A0ABX8AGH9_9HYPH	Alkane 1-monooxygenase	Pseudovibrio brasiliensis	1898042
A0ABX8CK72	A0ABX8CK72_9NOCA	Alkane 1-monooxygenase	Nocardia tengchongensis	2055889
A0ABX8CUU1	A0ABX8CUU1_9NOCA	Alkane 1-monooxygenase	Nocardia tengchongensis	2055889
A0ABX8D117	A0ABX8D117_9NOCA	Alkane 1-monooxygenase	Nocardia tengchongensis	2055889
A0ABX8DYB3	A0ABX8DYB3_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas qingdaonensis	2056231
A0ABX8EC14	A0ABX8EC14_9ACTN	Alkane 1-monooxygenase (EC 1.14.15.3)	Nocardioides aquaticus	160826
A0ABX8F465	A0ABX8F465_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas hormoni	3093767
A0ABX8IGN8	A0ABX8IGN8_9GAMM	Alkane 1-monooxygenase	Marinobacter adhaerens	1033846
A0ABX8IIX9	A0ABX8IIX9_9GAMM	Alkane 1-monooxygenase	Marinobacter adhaerens	1033846
A0ABX8IM34	A0ABX8IM34_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Marinobacter adhaerens	1033846
A0ABX8K4A3	A0ABX8K4A3_9ENTR	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Leclercia pneumoniae	2815358
A0ABX8KLZ3	A0ABX8KLZ3_9ENTR	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Enterobacter cancerogenus	69218
A0ABX8L8H7	A0ABX8L8H7_9GAMM	Alkane 1-monooxygenase	Acinetobacter seifertii	1530123
A0ABX8LTC0	A0ABX8LTC0_9GAMM	Alkane 1-monooxygenase	Photorhabdus akhurstii	171438
A0ABX8LWN8	A0ABX8LWN8_9GAMM	Alkane 1-monooxygenase	Photorhabdus akhurstii	171438
A0ABX8M4F3	A0ABX8M4F3_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas muyukensis	2842357
A0ABX8MIA1	A0ABX8MIA1_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas sessilinigenes	658629
A0ABX8MWI1	A0ABX8MWI1_9PSED	Alkane 1-monooxygenase	Pseudomonas sessilinigenes	658629
A0ABX8NDK5	A0ABX8NDK5_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas fakonensis	2842355
A0ABX8NEN4	A0ABX8NEN4_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas maumuensis	2842354
A0ABX8NUV6	A0ABX8NUV6_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas asgharzadehiana	2842349
A0ABX8P7D7	A0ABX8P7D7_9PSED	Alkane 1-monooxygenase	Pseudomonas asgharzadehiana	2842349
A0ABX8Q743	A0ABX8Q743_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas tensinigenes	2745511
A0ABX8QNC8	A0ABX8QNC8_PSECO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas canavaninivorans	2842348
A0ABX8RJL0	A0ABX8RJL0_NOCIO	Alkane 1-monooxygenase	Nocardia iowensis	204891
A0ABX8RLB8	A0ABX8RLB8_NOCIO	Alkane 1-monooxygenase	Nocardia iowensis	204891
A0ABX8RLC4	A0ABX8RLC4_NOCIO	Alkane 1-monooxygenase	Nocardia iowensis	204891
A0ABX8RYT9	A0ABX8RYT9_NOCIO	Alkane 1-monooxygenase	Nocardia iowensis	204891
A0ABX8S604	A0ABX8S604_9ACTN	Alkane 1-monooxygenase	Skermania piniformis	39122
A0ABX8SFW7	A0ABX8SFW7_9ACTN	Alkane 1-monooxygenase	Skermania piniformis	39122
A0ABX8TUF2	A0ABX8TUF2_9ACTN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Nonomuraea coxensis DSM 45129	1122611
A0ABX8VKL5	A0ABX8VKL5_9MYCO	Alkane 1-monooxygenase	Mycolicibacterium pallens	370524
A0ABX8VW64	A0ABX8VW64_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Dickeya zeae	204042
A0ABX8YI11	A0ABX8YI11_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas germanica	2815720
A0ABX9AUA4	A0ABX9AUA4_9ENTR	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Symbiopectobacterium purcellii	2871826
A0ABX9EIQ9	A0ABX9EIQ9_9PSEU	Alkane 1-monooxygenase	Lentzea atacamensis	531938
A0ABX9ETF1	A0ABX9ETF1_9GAMM	Alkane 1-monooxygenase	Lonsdalea populi	1172565
A0ABX9M4I8	A0ABX9M4I8_9LEPT	Alkane 1-monooxygenase	Leptospira yasudae	2202201
A0ABX9NNK3	A0ABX9NNK3_9GAMM	DNA oxidative demethylase AlkB	Dickeya dianthicola	204039
A0ABX9P1F4	A0ABX9P1F4_9GAMM	DNA oxidative demethylase AlkB	Rahnella inusitata	58169
A0ABX9PYK6	A0ABX9PYK6_9GAMM	Alkane 1-monooxygenase	Rahnella variigena	574964
A0ABX9Q1D6	A0ABX9Q1D6_9GAMM	Alkane 1-monooxygenase	Rahnella variigena	574964
A0ABX9U017	A0ABX9U017_9GAMM	Alkane 1-monooxygenase	Acinetobacter chengduensis	2420890
A0ABX9U5Y1	A0ABX9U5Y1_9GAMM	Alkane 1-monooxygenase	Acinetobacter cumulans	2136182
A0ABX9WBK8	A0ABX9WBK8_9ACTN	Alkane 1-monooxygenase	Micromonospora solifontis	2487138
A0ABX9XL23	A0ABX9XL23_9PSED	Alkane 1-monooxygenase	Pseudomonas neustonica	2487346
A0ABX9XWP1	A0ABX9XWP1_MICCH	Alkane 1-monooxygenase	Micromonospora chalcea	1874
A0ABX9YRW8	A0ABX9YRW8_9BURK	Alkane 1-monooxygenase	Burkholderia stagnalis	1503054
A0ABX9ZUA8	A0ABX9ZUA8_9BURK	DNA oxidative demethylase AlkB	Pandoraea apista	93218
A0ABY0AVY9	A0ABY0AVY9_9ENTR	DNA oxidative demethylase AlkB	Enterobacter quasimori	2838947
A0ABY0CXC6	A0ABY0CXC6_9DELT	DNA oxidative demethylase AlkB	Lujinxingia sediminis	2480984
A0ABY0DN94	A0ABY0DN94_9BRAD	DNA oxidative demethylase AlkB	Bradyrhizobium zhanjiangense	1325107
A0ABY0FE64	A0ABY0FE64_9NEIS	DNA oxidative demethylase AlkB	Crenobacter cavernae	2290923
A0ABY0I0R3	A0ABY0I0R3_CITAM	DNA oxidative demethylase AlkB	Citrobacter amalonaticus	35703
A0ABY0RAD3	A0ABY0RAD3_9PSED	Alkane 1-monooxygenase	Pseudomonas poae	200451
A0ABY0RU69	A0ABY0RU69_9RHOB	Alkane 1-monooxygenase	Sulfitobacter litoralis	335975
A0ABY0ULA2	A0ABY0ULA2_PSECE	Alkane 1-monooxygenase	Pseudomonas cedrina	651740
A0ABY1FPE0	A0ABY1FPE0_9GAMM	Alkane 1-monooxygenase	Marinobacter salarius	1420917
A0ABY1FQ67	A0ABY1FQ67_9GAMM	Alkane 1-monooxygenase	Marinobacter salarius	1420917
A0ABY1M7L2	A0ABY1M7L2_RHORH	Alkane 1-monooxygenase	Rhodococcus rhodochrous J3	903528
A0ABY1MB81	A0ABY1MB81_RHORH	Alkane 1-monooxygenase	Rhodococcus rhodochrous J3	903528
A0ABY1N691	A0ABY1N691_9RHOB	Alkane 1-monooxygenase	Shimia sagamensis	1566352
A0ABY1P0Q6	A0ABY1P0Q6_9RHOB	Alkane 1-monooxygenase	Shimia sagamensis	1566352
A0ABY1P3Y1	A0ABY1P3Y1_9RHOB	Alkane 1-monooxygenase	Shimia sagamensis	1566352
A0ABY1TH47	A0ABY1TH47_PSEFL	Alkane 1-monooxygenase	Pseudomonas fluorescens	294
A0ABY1U5Y1	A0ABY1U5Y1_PSESX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Pseudomonas syringae pv. avii	663959
A0ABY1Y680	A0ABY1Y680_9HYPH	DNA oxidative demethylase AlkB	Agrobacterium cavarae	2528239
A0ABY1YQA0	A0ABY1YQA0_9RHOB	Alkane 1-monooxygenase	Paracoccus sediminis	1214787
A0ABY1ZKJ3	A0ABY1ZKJ3_9GAMM	Alkane 1-monooxygenase	Marinobacter halodurans	2528979
A0ABY2G8W0	A0ABY2G8W0_9FLAO	Alkane 1-monooxygenase	Meridianimaribacter flavus	571115
A0ABY2KJ65	A0ABY2KJ65_9RHOB	Alkane 1-monooxygenase	Pseudotabrizicola sediminis	2486418
A0ABY2KMG1	A0ABY2KMG1_9RHOB	Alkane 1-monooxygenase	Pseudotabrizicola sediminis	2486418
A0ABY2LWS6	A0ABY2LWS6_9LEPT	Alkane 1-monooxygenase	Leptospira montravelensis	2484961
A0ABY2NQ09	A0ABY2NQ09_9LEPT	Alkane 1-monooxygenase	Leptospira vanthielii	293085
A0ABY2P2X6	A0ABY2P2X6_9LEPT	Alkane 1-monooxygenase	Leptospira mtsangambouensis	2484912
A0ABY2RRT8	A0ABY2RRT8_9NOCA	Alkane 1-monooxygenase	Rhodococcus oryzae	2571143
A0ABY2SH67	A0ABY2SH67_9HYPH	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Martelella alba	2590451
A0ABY2SHP0	A0ABY2SHP0_9HYPH	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Martelella alba	2590451
A0ABY2U202	A0ABY2U202_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas edaphica	2006980
A0ABY2U296	A0ABY2U296_9PSED	Alkane 1-monooxygenase	Pseudomonas edaphica	2006980
A0ABY2UVY4	A0ABY2UVY4_9RHOB	Alkane 1-monooxygenase	Parasedimentitalea maritima	2578117
A0ABY2UX37	A0ABY2UX37_9RHOB	Alkane 1-monooxygenase	Parasedimentitalea maritima	2578117
A0ABY2UYU1	A0ABY2UYU1_9RHOB	Alkane 1-monooxygenase	Parasedimentitalea maritima	2578117
A0ABY2VLN6	A0ABY2VLN6_9PSED	Alkane 1-monooxygenase	Pseudomonas protegens	380021
A0ABY2VMS9	A0ABY2VMS9_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas protegens	380021
A0ABY2WUJ0	A0ABY2WUJ0_9RHOB	Alkane 1-monooxygenase	Ruegeria sediminis	2583820
A0ABY2X506	A0ABY2X506_9RHOB	Alkane 1-monooxygenase	Arenibacterium halophilum	2583821
A0ABY2XIN2	A0ABY2XIN2_9GAMM	Alkane 1-monooxygenase	Alloalcanivorax gelatiniphagus	1194167
A0ABY2XL27	A0ABY2XL27_9GAMM	Alkane 1-monooxygenase	Alloalcanivorax gelatiniphagus	1194167
A0ABY2YAL3	A0ABY2YAL3_9HYPH	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Ochrobactrum teleogrylli	2479765
A0ABY2ZFC3	A0ABY2ZFC3_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pantoea anthophila	470931
A0ABY2ZFJ7	A0ABY2ZFJ7_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pantoea eucalypti	470933
A0ABY3A193	A0ABY3A193_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pantoea dispersa	59814
A0ABY3D9E3	A0ABY3D9E3_9PSED	DNA oxidative demethylase AlkB	Pseudomonas alloputida	1940621
A0ABY3EF24	A0ABY3EF24_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Cupriavidus campinensis	151783
A0ABY3P1P1	A0ABY3P1P1_9ENTR	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Lelliottia nimipressuralis	69220
A0ABY3Q9R9	A0ABY3Q9R9_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas fitomaticsae	2837969
A0ABY3QTI9	A0ABY3QTI9_9BRAD	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Bradyrhizobium barranii	2992140
A0ABY3RHB2	A0ABY3RHB2_9BRAD	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Bradyrhizobium ontarionense	2898149
A0ABY3S1W8	A0ABY3S1W8_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Pseudocitrobacter corydidari	2891570
