protein_id	taxid	genus	species	source_db
A0A430HX75		Corynebacterium	Corynebacterium hylobatis	UniProt
A0A430L7J1		Fusarium	Fusarium euwallaceae	UniProt
A0A430LHN7		Fusarium	Fusarium euwallaceae	UniProt
A0A430LQG8		Fusarium	Fusarium euwallaceae	UniProt
A0A430LRU2		Fusarium	Fusarium euwallaceae	UniProt
A0A430M8H0		Fusarium	Fusarium euwallaceae	UniProt
A0A438ATB5		Rhodococcus	Rhodococcus xishaensis	UniProt
A0A438B2F3		Rhodococcus	Rhodococcus xishaensis	UniProt
A0A438B8T3		Prescottella	Prescottella agglutinans	UniProt
A0A438B9H1		Prescottella	Prescottella agglutinans	UniProt
A0A438BKS1		Prescottella	Prescottella agglutinans	UniProt
A0A438N3T9		Exophiala	Exophiala mesophila (Black yeast-like fungus)	UniProt
A0A438N9K9		Exophiala	Exophiala mesophila (Black yeast-like fungus)	UniProt
A0A439D484		Xylaria	Xylaria grammica	UniProt
A0A439D5F2		Xylaria	Xylaria grammica	UniProt
A0A439D8A4		Xylaria	Xylaria grammica	UniProt
A0A439DMT5		Mycolicibacterium	Mycolicibacterium elephantis DSM 44368	UniProt
A0A439DYV5		Mycolicibacterium	Mycolicibacterium elephantis DSM 44368	UniProt
A0A447GCF9		Mycobacterium	Mycobacterium basiliense	UniProt
A0A447GKR0		Mycobacterium	Mycobacterium basiliense	UniProt
A0A448IHM9		Mycolicibacterium	Mycolicibacterium aurum (Mycobacterium aurum)	UniProt
A0A448ISK0		Mycolicibacterium	Mycolicibacterium aurum (Mycobacterium aurum)	UniProt
A0A449GKZ1		Nocardia	Nocardia farcinica	UniProt
A0A449GPH8		Nocardia	Nocardia farcinica	UniProt
A0A449H0G6		Nocardia	Nocardia farcinica	UniProt
A0A449HE00		Nocardia	Nocardia farcinica	UniProt
A0A484FAJ6		Colletotrichum	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	UniProt
A0A484FBC0		Colletotrichum	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	UniProt
A0A484FQS3		Colletotrichum	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	UniProt
A0A484FRI1		Colletotrichum	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	UniProt
A0A484FTT3		Colletotrichum	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	UniProt
A0A484G0X4		Colletotrichum	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium)	UniProt
A0A495ISX5		Williamsia	Williamsia marianensis	UniProt
A0A495JAS7		Micromonospora	Micromonospora pisi	UniProt
A0A495K093		Williamsia	Williamsia marianensis	UniProt
A0A495K958		Williamsia	Williamsia marianensis	UniProt
A0A495KA47		Williamsia	Williamsia marianensis	UniProt
A0A495XJG6		Saccharothrix	Saccharothrix variisporea	UniProt
A0A495XMC3		Saccharothrix	Saccharothrix variisporea	UniProt
A0A495XRJ2		Saccharothrix	Saccharothrix variisporea	UniProt
A0A498PZK4		Mycobacterium	Mycobacterium attenuatum	UniProt
A0A498Q106		Mycobacterium	Mycobacterium innocens	UniProt
A0A498QE06		Mycobacterium	Mycobacterium attenuatum	UniProt
A0A498QGB0		Mycobacterium	Mycobacterium innocens	UniProt
A0A498QGE2		Mycobacterium	Mycobacterium attenuatum	UniProt
A0A498QJA6		Mycobacterium	Mycobacterium innocens	UniProt
A0A498QU86		Mycobacterium	Mycobacterium pseudokansasii	UniProt
A0A498QWA2		Mycobacterium	Mycobacterium pseudokansasii	UniProt
A0A498QZD2		Mycobacterium	Mycobacterium pseudokansasii	UniProt
A0A4D4KLP5		Streptomyces	Streptomyces violaceusniger	UniProt
A0A4P2PSU1		Sorangium	Sorangium cellulosum (Polyangium cellulosum)	UniProt
A0A4P2PTT9		Sorangium	Sorangium cellulosum (Polyangium cellulosum)	UniProt
A0A4P2Q228		Sorangium	Sorangium cellulosum (Polyangium cellulosum)	UniProt
A0A4P2QST5		Sorangium	Sorangium cellulosum (Polyangium cellulosum)	UniProt
A0A4P2R5C5		Sorangium	Sorangium cellulosum (Polyangium cellulosum)	UniProt
A0A4P6KBS3		Leucobacter	Leucobacter triazinivorans	UniProt
A0A4P7GJK8		Nocardioides	Nocardioides euryhalodurans	UniProt
A0A4P7MXX8		Pyricularia	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	UniProt
A0A4P7NQ52		Pyricularia	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	UniProt
A0A4P7QH91		Corynebacterium	Corynebacterium endometrii	UniProt
A0A4P7QIQ2		Corynebacterium	Corynebacterium endometrii	UniProt
A0A4P7UBD2		Nocardioides	Nocardioides daphniae	UniProt
A0A4Q2AVT1		Ligilactobacillus	Ligilactobacillus murinus	UniProt
A0A4Q2AVX0		Ligilactobacillus	Ligilactobacillus murinus	UniProt
A0A4Q2AZ40		Ligilactobacillus	Ligilactobacillus murinus	UniProt
A0A4Q2S8N2		Nocardioides	Nocardioides ganghwensis	UniProt
A0A4Q2V1D5		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2V614		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2VKW7		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2VPY6		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2W0K9		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2W5X3		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2WA83		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q2WCH7		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4Q4M0Y3		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4M630		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4MAK0		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4MHW7		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4MJP7		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4N6K1		Alternaria	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	UniProt
A0A4Q4NSE6		Alternaria	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	UniProt
A0A4Q4PC47		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4QAB7		Alternaria	Alternaria arborescens	UniProt
A0A4Q4QYR6		Alternaria	Alternaria arborescens	UniProt
A0A4Q4RK17		Alternaria	Alternaria arborescens	UniProt
A0A4Q4RQG9		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4S676		Alternaria	Alternaria arborescens	UniProt
A0A4Q4S7T2		Alternaria	Alternaria tenuissima	UniProt
A0A4Q4SI35		Alternaria	Alternaria arborescens	UniProt
A0A4Q4SN89		Alternaria	Alternaria arborescens	UniProt
A0A4Q4TF77		Monosporascus	Monosporascus ibericus	UniProt
A0A4Q5A1T6		Bifidobacterium	Bifidobacterium pseudolongum subsp. globosum	UniProt
A0A4Q5A7B0		Bifidobacterium	Bifidobacterium pseudolongum subsp. globosum	UniProt
A0A4Q5AAY7		Bifidobacterium	Bifidobacterium pseudolongum subsp. pseudolongum	UniProt
A0A4Q5AE76		Bifidobacterium	Bifidobacterium pseudolongum subsp. globosum	UniProt
A0A4Q5AK56		Bifidobacterium	Bifidobacterium pseudolongum subsp. globosum	UniProt
A0A4Q5AT20		Bifidobacterium	Bifidobacterium pseudolongum subsp. globosum	UniProt
A0A4Q5AYN6		Bifidobacterium	Bifidobacterium pseudolongum subsp. globosum	UniProt
A0A4Q7J964		Amycolatopsis	Amycolatopsis suaedae	UniProt
A0A4Q7KCD1		Herbihabitans	Herbihabitans rhizosphaerae	UniProt
A0A4Q7KNA4		Herbihabitans	Herbihabitans rhizosphaerae	UniProt
A0A4Q7L6U1		Herbihabitans	Herbihabitans rhizosphaerae	UniProt
A0A4Q7NV69		Motilibacter	Motilibacter rhizosphaerae	UniProt
A0A4Q8LRZ6		Pseudoxanthomonas	Pseudoxanthomonas winnipegensis	UniProt
A0A4Q9I0A1		Streptomyces	Streptomyces kasugaensis	UniProt
A0A4Q9I1B5		Streptomyces	Streptomyces kasugaensis	UniProt
A0A4R0G5W3		Micromonospora	Micromonospora zingiberis	UniProt
A0A4R0GM09		Micromonospora	Micromonospora zingiberis	UniProt
A0A4R0HV81		Kribbella	Kribbella soli	UniProt
A0A4R0J3H8		Kribbella	Kribbella speibonae	UniProt
A0A4R1FLY8		Nocardia	Nocardia alba	UniProt
A0A4R1FRS4		Nocardia	Nocardia alba	UniProt
A0A4R1FS01		Nocardia	Nocardia alba	UniProt
A0A4R1FSQ9		Nocardia	Nocardia alba	UniProt
A0A4R1G9M4		Nocardia	Nocardia alba	UniProt
A0A4R1G9V3		Nocardia	Nocardia alba	UniProt
A0A4R1M1J0		Albibacterium	Albibacterium bauzanense	UniProt
A0A4R2GNM0		Natronoflexus	Natronoflexus pectinivorans	UniProt
A0A4R2GSR5		Camelimonas	Camelimonas lactis	UniProt
A0A4R2J8X2		Actinocrispum	Actinocrispum wychmicini	UniProt
A0A4R2JV16		Actinocrispum	Actinocrispum wychmicini	UniProt
A0A4R3ZLY8		Dietzia	Dietzia cinnamea	UniProt
A0A4R3ZPD4		Dietzia	Dietzia cinnamea	UniProt
A0A4R4ZCJ3		Saccharopolyspora	Saccharopolyspora elongata	UniProt
A0A4R5P5Z6		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4R5PBV3		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4R5PDL8		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4R5WMA1		Mycobacterium	Mycobacterium paragordonae	UniProt
A0A4R5WQZ9		Mycolicibacterium	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	UniProt
A0A4R5WSB0		Mycolicibacterium	Mycolicibacterium mucogenicum (Mycobacterium mucogenicum)	UniProt
A0A4R5WZ40		Mycobacterium	Mycobacterium paragordonae	UniProt
A0A4R5X3M1		Mycolicibacterium	Mycolicibacterium obuense	UniProt
A0A4R5XA38		Mycolicibacterium	Mycolicibacterium obuense	UniProt
A0A4R5XAJ4		Mycolicibacterium	Mycolicibacterium obuense	UniProt
A0A4R5XAZ1		Mycolicibacterium	Mycolicibacterium obuense	UniProt
A0A4R6JA58		Paractinoplanes	Paractinoplanes brasiliensis	UniProt
A0A4R6NXE4		Nocardia	Nocardia ignorata	UniProt
A0A4R6P139		Nocardia	Nocardia ignorata	UniProt
A0A4R6P1M2		Nocardia	Nocardia ignorata	UniProt
A0A4R6P2Y9		Nocardia	Nocardia ignorata	UniProt
A0A4R6P3B1		Nocardia	Nocardia ignorata	UniProt
A0A4R6P3M4		Nocardia	Nocardia ignorata	UniProt
A0A4R6P3Y8		Nocardia	Nocardia ignorata	UniProt
A0A4R6PJ22		Nocardia	Nocardia ignorata	UniProt
A0A4R6PJR7		Nocardia	Nocardia ignorata	UniProt
A0A4R6PLK2		Nocardia	Nocardia ignorata	UniProt
A0A4R6PS17		Nocardia	Nocardia ignorata	UniProt
A0A4R6PSH8		Nocardia	Nocardia ignorata	UniProt
A0A4R6QDL7		Roseateles	Roseateles toxinivorans	UniProt
A0A4R6RIK2		Aquabacterium	Aquabacterium commune	UniProt
A0A4R6VAC8		Actinomycetospora	Actinomycetospora succinea	UniProt
A0A4R6VH89		Actinomycetospora	Actinomycetospora succinea	UniProt
A0A4R6XA58		Marinomonas	Marinomonas communis	UniProt
A0A4R7IWW2		Naumannella	Naumannella halotolerans	UniProt
A0A4R7W3H8		Actinophytocola	Actinophytocola oryzae	UniProt
A0A4R7W6W1		Actinophytocola	Actinophytocola oryzae	UniProt
A0A4R7ZRW6		Kribbella	Kribbella kalugense	UniProt
A0A4R8PS69		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8Q5R2		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8Q6I6		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8Q7G9		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8Q923		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8Q935		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8QS73		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4R8QSL6		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8QUN2		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8QUR7		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8R263		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4R8R706		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4R8RAW6		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4R8REF9		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8RGC2		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8RIZ9		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8RNC7		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4R8RUY9		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8S0X2		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8S4A6		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8S4U3		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8S8H7		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8S8N0		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SEI7		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SFQ9		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SFZ1		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SHT4		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SKZ6		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SVN7		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SX47		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SY45		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8SZ75		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8T0A0		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4R8T2T5		Colletotrichum	Colletotrichum sidae	UniProt
A0A4R8TB17		Colletotrichum	Colletotrichum sidae	UniProt
A0A4R8TIA7		Colletotrichum	Colletotrichum sidae	UniProt
A0A4R8TK66		Colletotrichum	Colletotrichum sidae	UniProt
A0A4R8TML1		Colletotrichum	Colletotrichum sidae	UniProt
A0A4R8TSP1		Colletotrichum	Colletotrichum sidae	UniProt
A0A4R8UYL0		Cryobacterium	Cryobacterium glaciale	UniProt
A0A4R8ZTM7		Cryobacterium	Cryobacterium frigoriphilum	UniProt
A0A4R9K0L4		Leptospira	Leptospira ognonensis	UniProt
A0A4S2CZK5		Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	UniProt
A0A4S2E7X6		Ligilactobacillus	Ligilactobacillus murinus	UniProt
A0A4S3JKH3		Aspergillus	Aspergillus tanneri	UniProt
A0A4S4FVJ8		Glaciibacter	Glaciibacter flavus	UniProt
A0A4S8QN46		Botrytis	Botrytis galanthina	UniProt
A0A4S8R4X1		Botrytis	Botrytis galanthina	UniProt
A0A4S8V504		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S8X7H9		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S8YVS7		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S8ZRT1		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9BCE2		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9C2B3		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9ELX0		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9KA29		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9KLE3		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9LHC2		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9PIB7		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9RIK1		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9SWV9		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9UVS0		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9VL22		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9XRA0		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9XZ67		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4S9YV83		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4T0C751		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4T0E4V6		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4T0FG95		Wallemia	Wallemia hederae	UniProt
A0A4T0VG20		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0VL21		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0VNW4		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0W1A3		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0W3T8		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0W3X0		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0W4X8		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0W9K5		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0WHW0		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T0WK63		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4T1ZYH6		Pseudomonas	Pseudomonas leptonychotis	UniProt
A0A4U0U878		Salinomyces	Salinomyces thailandicus	UniProt
A0A4U0UQ33		Friedmanniomyces	Friedmanniomyces endolithicus	UniProt
A0A4U0V5L4		Friedmanniomyces	Friedmanniomyces endolithicus	UniProt
A0A4U0VER2		Friedmanniomyces	Friedmanniomyces endolithicus	UniProt
A0A4U0WXY1		Cryomyces	Cryomyces minteri	UniProt
A0A4U0WXZ5		Cryomyces	Cryomyces minteri	UniProt
A0A4U0XJ03		Friedmanniomyces	Friedmanniomyces simplex	UniProt
A0A4U3KF23		Enterococcus	Enterococcus faecalis (Streptococcus faecalis)	UniProt
A0A4U6X4C0		Colletotrichum	Colletotrichum tanaceti	UniProt
A0A4U6X902		Colletotrichum	Colletotrichum tanaceti	UniProt
A0A4U6XS96		Colletotrichum	Colletotrichum tanaceti	UniProt
A0A4U7AQC9		Elsinoe	Elsinoe australis	UniProt
A0A4U7B7J1		Elsinoe	Elsinoe australis	UniProt
A0A4U7B8G7		Elsinoe	Elsinoe australis	UniProt
A0A4U7BA82		Elsinoe	Elsinoe australis	UniProt
A0A4U7KL89		Sporisorium	Sporisorium graminicola	UniProt
A0A4U7KMV2		Sporisorium	Sporisorium graminicola	UniProt
A0A4U7KYV3		Sporisorium	Sporisorium graminicola	UniProt
A0A4U7L1P7		Sporisorium	Sporisorium graminicola	UniProt
A0A4U8VVC2		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U8VVU0		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U8W090		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U8W2V0		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U8W3N5		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U8W5C4		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U8WDM4		Nocardia	Nocardia cyriacigeorgica	UniProt
A0A4U9F7V3		Gibberella	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	UniProt
A0A4V1CER3		Corynebacterium	Corynebacterium endometrii	UniProt
A0A4V1Q3Q5		Candolleomyces	Candolleomyces aberdarensis	UniProt
A0A4V1RKP6		Nocardioides	Nocardioides oleivorans	UniProt
A0A4V1RZQ2		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4V1S1Z5		Fusarium	Fusarium oxysporum f. sp. narcissi	UniProt
A0A4V1WNP1		Alternaria	Alternaria tenuissima	UniProt
A0A4V1WSP1		Alternaria	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	UniProt
A0A4V1X848		Alternaria	Alternaria arborescens	UniProt
A0A4V2M6F6		Kribbella	Kribbella sindirgiensis	UniProt
A0A4V2PAZ9		Nocardia	Nocardia alba	UniProt
A0A4V2PHN7		Pseudonocardia	Pseudonocardia endophytica	UniProt
A0A4V2UVI4		Hazenella	Hazenella coriacea	UniProt
A0A4V3A655		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4V3AZ90		Mycolicibacterium	Mycolicibacterium obuense	UniProt
A0A4V3CAK9		Kribbella	Kribbella caucasensis	UniProt
A0A4V3CH06		Marinomonas	Marinomonas balearica	UniProt
A0A4V3HT92		Colletotrichum	Colletotrichum spinosum	UniProt
A0A4V3HU91		Colletotrichum	Colletotrichum trifolii	UniProt
A0A4V3HV85		Mycobacteroides	Mycobacteroides franklinii	UniProt
A0A4V3HZL4		Mycobacteroides	Mycobacteroides salmoniphilum	UniProt
A0A4V3I4D5		Colletotrichum	Colletotrichum sidae	UniProt
A0A4V3SIX4		Ascodesmis	Ascodesmis nigricans	UniProt
A0A4V3WRR1		Bifidobacterium	Bifidobacterium pseudolongum	UniProt
A0A4V4JVL4		Aureobasidium	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	UniProt
A0A4V4NE83		Colletotrichum	Colletotrichum higginsianum	UniProt
A0A4V5NB29		Friedmanniomyces	Friedmanniomyces endolithicus	UniProt
A0A4V6DHL9		Colletotrichum	Colletotrichum tanaceti	UniProt
A0A4Y3KFX9		Cellulomonas	Cellulomonas uda	UniProt
A0A4Y3KUC7		Cellulomonas	Cellulomonas cellasea	UniProt
A0A4Y3QR03		Microbacterium	Microbacterium testaceum (Aureobacterium testaceum) (Brevibacterium testaceum)	UniProt
A0A4Y3RDQ0		Streptomyces	Streptomyces gardneri	UniProt
A0A4Y4C225		Corynebacterium	Corynebacterium variabile	UniProt
A0A4Y4C491		Corynebacterium	Corynebacterium variabile	UniProt
A0A4Y4C5H9		Corynebacterium	Corynebacterium variabile	UniProt
A0A4Y5Z6V9		Luteibacter	Luteibacter pinisoli	UniProt
A0A4Y8CM83		Botryotinia	Botryotinia calthae	UniProt
A0A4Y8CU10		Botryotinia	Botryotinia calthae	UniProt
A0A4Y8D329		Botryotinia	Botryotinia calthae	UniProt
A0A4Y9SHF0		Zemynaea	Zemynaea arenosa	UniProt
A0A4Z0HG78		Mycolicibacterium	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	UniProt
A0A4Z0HJR6		Mycolicibacterium	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	UniProt
A0A4Z0HKU9		Mycolicibacterium	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	UniProt
A0A4Z0HQS8		Mycolicibacterium	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	UniProt
A0A4Z0HVS1		Mycolicibacterium	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	UniProt
A0A4Z0HXG7		Mycolicibacterium	Mycolicibacterium peregrinum (Mycobacterium peregrinum)	UniProt
A0A4Z0MA04		Mangrovimicrobium	Mangrovimicrobium sediminis	UniProt
A0A4Z0YZ36		Xylaria	Xylaria hypoxylon	UniProt
A0A4Z1CNK1		Nocardioides	Nocardioides eburneiflavus	UniProt
A0A4Z1CNL2		Nocardioides	Nocardioides eburneiflavus	UniProt
A0A4Z1END5		Botrytis	Botrytis tulipae	UniProt
A0A4Z1ETR9		Botrytis	Botrytis tulipae	UniProt
A0A4Z1FNP1		Botrytis	Botrytis paeoniae	UniProt
A0A4Z1FYS4		Botrytis	Botrytis paeoniae	UniProt
A0A4Z1G7Y0		Botrytis	Botrytis hyacinthi	UniProt
A0A4Z1GQS1		Botrytis	Botrytis hyacinthi	UniProt
A0A4Z1HCD0		Botryotinia	Botryotinia narcissicola	UniProt
A0A4Z1HPB8		Botryotinia	Botryotinia convoluta	UniProt
A0A4Z1HTD6		Botryotinia	Botryotinia convoluta	UniProt
A0A4Z1I231		Botryotinia	Botryotinia narcissicola	UniProt
A0A4Z1JCH2		Botrytis	Botrytis elliptica	UniProt
A0A4Z1K0I5		Botrytis	Botrytis elliptica	UniProt
A0A4Z1K651		Botrytis	Botrytis porri	UniProt
A0A4Z1KAY1		Botrytis	Botrytis porri	UniProt
A0A4Z1KUL0		Botrytis	Botrytis porri	UniProt
A0A4Z1NGH1		Venturia	Venturia nashicola	UniProt
A0A4Z1P5W1		Venturia	Venturia nashicola	UniProt
A0A4Z1P7D4		Venturia	Venturia nashicola	UniProt
A0A4Z1P9G7		Venturia	Venturia nashicola	UniProt
A0A4Z1PGN8		Venturia	Venturia nashicola	UniProt
A0A501WJM7		Maribrevibacterium	Maribrevibacterium harenarium	UniProt
A0A502DJU0		Mycolicibacterium	Mycolicibacterium hodleri	UniProt
A0A502DUH2		Mycolicibacterium	Mycolicibacterium hodleri	UniProt
A0A502DZT8		Mycolicibacterium	Mycolicibacterium hodleri	UniProt
A0A502E426		Mycolicibacterium	Mycolicibacterium hodleri	UniProt
A0A502EB22		Mycolicibacterium	Mycolicibacterium hodleri	UniProt
A0A502EF35		Mycolicibacterium	Mycolicibacterium hodleri	UniProt
