protein_id	taxid	genus	species	source_db
A0A378UY76		Mycolicibacterium	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	UniProt
A0A378V076		Mycolicibacterium	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	UniProt
A0A378V394		Mycolicibacterium	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	UniProt
A0A378W456		Mycolicibacterium	Mycolicibacterium senegalense	UniProt
A0A378W518		Mycolicibacterium	Mycolicibacterium senegalense	UniProt
A0A378W9X0		Mycolicibacterium	Mycolicibacterium senegalense	UniProt
A0A378WAK1		Mycolicibacterium	Mycolicibacterium senegalense	UniProt
A0A378WHP9		Nocardia	Nocardia africana	UniProt
A0A378WJT5		Nocardia	Nocardia africana	UniProt
A0A378WJV3		Nocardia	Nocardia africana	UniProt
A0A378WKZ6		Nocardia	Nocardia africana	UniProt
A0A378WQ70		Nocardia	Nocardia africana	UniProt
A0A378X417		Nocardia	Nocardia africana	UniProt
A0A378X4B6		Nocardia	Nocardia africana	UniProt
A0A378Y8F5		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A378Y9W8		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A378YCJ1		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A378YEZ2		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A378YTJ0		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A378YUZ6		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A379JKK0		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A379JLE5		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A379JM37		Nocardia	Nocardia otitidiscaviarum	UniProt
A0A379LY32		Rhodococcus	Rhodococcus gordoniae	UniProt
A0A379LYU6		Rhodococcus	Rhodococcus gordoniae	UniProt
A0A379M1N0		Rhodococcus	Rhodococcus gordoniae	UniProt
A0A379M2S1		Rhodococcus	Rhodococcus gordoniae	UniProt
A0A379M3A3		Rhodococcus	Rhodococcus gordoniae	UniProt
A0A379PR75		Rhodococcus	Rhodococcus gordoniae	UniProt
A0A379X4K6		Nocardia	Nocardia africana	UniProt
A0A379X5V4		Nocardia	Nocardia africana	UniProt
A0A380S627		Fibrobacter	Fibrobacter succinogenes (Bacteroides succinogenes)	UniProt
A0A380S849		Fibrobacter	Fibrobacter succinogenes (Bacteroides succinogenes)	UniProt
A0A381N483		marine	marine metagenome	UniProt
A0A381N7K3		marine	marine metagenome	UniProt
A0A381PUK4		marine	marine metagenome	UniProt
A0A381U0M4		marine	marine metagenome	UniProt
A0A381X181		marine	marine metagenome	UniProt
A0A381X6Q1		marine	marine metagenome	UniProt
A0A381Z9M3		marine	marine metagenome	UniProt
A0A382CA14		marine	marine metagenome	UniProt
A0A382CF23		marine	marine metagenome	UniProt
A0A382E5S3		marine	marine metagenome	UniProt
A0A382EE29		marine	marine metagenome	UniProt
A0A382XFA1		marine	marine metagenome	UniProt
A0A385SUU9		Chryseolinea	Chryseolinea soli	UniProt
A0A386UCE4		Mycobacterium	Mycobacterium paragordonae	UniProt
A0A386Z6V3		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZAU4		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZCH5		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZGI6		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZI70		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZJH2		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZN25		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZNL8		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZPQ3		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZQ52		Nocardia	Nocardia yunnanensis	UniProt
A0A386ZQI2		Nocardia	Nocardia yunnanensis	UniProt
A0A387HC40		Streptomyces	Streptomyces hundungensis	UniProt
A0A388KPL1		Chara	Chara braunii (Braun's stonewort)	UniProt
A0A395I225		Aspergillus	Aspergillus homomorphus (strain CBS 101889)	UniProt
A0A395INL2		Monilinia	Monilinia fructigena	UniProt
A0A395IY34		Monilinia	Monilinia fructigena	UniProt
A0A395JIT5		Arenicella	Arenicella xantha	UniProt
A0A395MGP1		Fusarium	Fusarium flagelliforme	UniProt
A0A395MH29		Fusarium	Fusarium flagelliforme	UniProt
A0A395MHM9		Fusarium	Fusarium flagelliforme	UniProt
A0A395MIM0		Fusarium	Fusarium flagelliforme	UniProt
A0A395MKZ5		Fusarium	Fusarium flagelliforme	UniProt
A0A395MLI0		Fusarium	Fusarium flagelliforme	UniProt
A0A395MPP6		Fusarium	Fusarium flagelliforme	UniProt
A0A395MWE0		Fusarium	Fusarium flagelliforme	UniProt
A0A395MXD3		Fusarium	Fusarium flagelliforme	UniProt
A0A395N1K6		Fusarium	Fusarium flagelliforme	UniProt
A0A395N3J6		Fusarium	Fusarium flagelliforme	UniProt
A0A395N571		Fusarium	Fusarium flagelliforme	UniProt
A0A395N859		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395NC41		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395NHI9		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395NHJ6		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395NM63		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395NPI1		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395NQY4		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395P3L0		Trichoderma	Trichoderma arundinaceum	UniProt
A0A395QY17		Pseudomonas	Pseudomonas abyssi	UniProt
A0A395REJ7		Fusarium	Fusarium sporotrichioides	UniProt
A0A395RGU0		Fusarium	Fusarium sporotrichioides	UniProt
A0A395RR41		Fusarium	Fusarium sporotrichioides	UniProt
A0A395S1W2		Fusarium	Fusarium sporotrichioides	UniProt
A0A395S5L1		Fusarium	Fusarium sporotrichioides	UniProt
A0A395S5T9		Fusarium	Fusarium sporotrichioides	UniProt
A0A395S8A4		Fusarium	Fusarium longipes	UniProt
A0A395S905		Fusarium	Fusarium sporotrichioides	UniProt
A0A395SH10		Fusarium	Fusarium longipes	UniProt
A0A395SJA8		Fusarium	Fusarium sporotrichioides	UniProt
A0A395SKC9		Fusarium	Fusarium longipes	UniProt
A0A395SLG4		Fusarium	Fusarium sporotrichioides	UniProt
A0A395SQ50		Fusarium	Fusarium longipes	UniProt
A0A395SS07		Fusarium	Fusarium longipes	UniProt
A0A395SSG3		Fusarium	Fusarium sporotrichioides	UniProt
A0A395SW12		Fusarium	Fusarium longipes	UniProt
A0A395SYU5		Fusarium	Fusarium longipes	UniProt
A0A395T0Y6		Fusarium	Fusarium longipes	UniProt
A0A395T100		Fusarium	Fusarium longipes	UniProt
A0A395XIZ9		Bifidobacterium	Bifidobacterium pseudolongum	UniProt
A0A396JGP0		Medicago	Medicago truncatula (Barrel medic) (Medicago tribuloides)	UniProt
A0A397FWW2		Aspergillus	Aspergillus thermomutatus (Neosartorya pseudofischeri)	UniProt
A0A399MZJ5		Clavibacter	Clavibacter michiganensis subsp. insidiosus	UniProt
A0A399ST23		Clavibacter	Clavibacter michiganensis subsp. insidiosus	UniProt
A0A3A4JZL2		Nocardia	Nocardia panacis	UniProt
A0A3A4K6S3		Nocardia	Nocardia panacis	UniProt
A0A3A4K7V6		Nocardia	Nocardia panacis	UniProt
A0A3A4K825		Nocardia	Nocardia panacis	UniProt
A0A3A4KB44		Nocardia	Nocardia panacis	UniProt
A0A3A4KC23		Nocardia	Nocardia panacis	UniProt
A0A3A4KH59		Nocardia	Nocardia panacis	UniProt
A0A3A5ML42		Cryobacterium	Cryobacterium melibiosiphilum	UniProt
A0A3A8P4D5		Corallococcus	Corallococcus llansteffanensis	UniProt
A0A3B0BXB0		Streptomyces	Streptomyces klenkii	UniProt
A0A3B0SYR1		hydrothermal	hydrothermal vent metagenome	UniProt
A0A3B0VGN9		hydrothermal	hydrothermal vent metagenome	UniProt
A0A3B6XE37		Mycobacterium	Mycobacterium avium subsp. hominissuis	UniProt
A0A3B9QUZ2		Corynebacterium	Corynebacterium variabile	UniProt
A0A3B9QWF0		Corynebacterium	Corynebacterium variabile	UniProt
A0A3B9QXW6		Corynebacterium	Corynebacterium variabile	UniProt
A0A3C1KFV1		Microbacterium	Microbacterium ginsengisoli	UniProt
A0A3C1KS13		Haliea	Haliea salexigens	UniProt
A0A3D4T1U8		Corynebacterium	Corynebacterium nuruki	UniProt
A0A3D9IU35		Cohnella	Cohnella phaseoli	UniProt
A0A3D9UQY0		Calidifontibacter	Calidifontibacter indicus	UniProt
A0A3E0DGU9		Marinomonas	Marinomonas pollencensis	UniProt
A0A3E0WKX3		Alkalilimnicola	Alkalilimnicola ehrlichii	UniProt
A0A3E0WQW9		Alkalilimnicola	Alkalilimnicola ehrlichii	UniProt
A0A3E0WVG8		Alkalilimnicola	Alkalilimnicola ehrlichii	UniProt
A0A3E0WVY1		Alkalilimnicola	Alkalilimnicola ehrlichii	UniProt
A0A3E1HFN4		Mycobacterium	Mycobacterium uberis	UniProt
A0A3E1HL75		Mycobacterium	Mycobacterium uberis	UniProt
A0A3E2DCF3		Cutibacterium	Cutibacterium avidum	UniProt
A0A3E2H3L5		Scytalidium	Scytalidium lignicola (Hyphomycete)	UniProt
A0A3E2HFI8		Scytalidium	Scytalidium lignicola (Hyphomycete)	UniProt
A0A3E2HL29		Scytalidium	Scytalidium lignicola (Hyphomycete)	UniProt
A0A3E2MRW9		Mycobacterium	Mycobacterium marinum	UniProt
A0A3E2N2I5		Mycobacterium	Mycobacterium marinum	UniProt
A0A3E2W0N2		Faecalibacterium	Faecalibacterium prausnitzii	UniProt
A0A3F2RGF5		Phytophthora	Phytophthora kernoviae	UniProt
A0A3F2S1Z1		Phytophthora	Phytophthora kernoviae	UniProt
A0A3F2S226		Phytophthora	Phytophthora kernoviae	UniProt
A0A3G2S223		Malassezia	Malassezia restricta (strain ATCC 96810 / NBRC 103918 / CBS 7877) (Seborrheic dermatitis infection agent)	UniProt
A0A3G6IRZ4		Corynebacterium	Corynebacterium pseudopelargi	UniProt
A0A3G6IUI6		Corynebacterium	Corynebacterium pseudopelargi	UniProt
A0A3G6IYG6		Corynebacterium	Corynebacterium gerontici	UniProt
A0A3G6J3N6		Corynebacterium	Corynebacterium choanae	UniProt
A0A3G6J879		Corynebacterium	Corynebacterium choanae	UniProt
A0A3G6J8J4		Corynebacterium	Corynebacterium choanae	UniProt
A0A3G8JG35		Gordonia	Gordonia insulae	UniProt
A0A3G8JHD5		Gordonia	Gordonia insulae	UniProt
A0A3G8JHY6		Gordonia	Gordonia insulae	UniProt
A0A3G8JPM4		Gordonia	Gordonia insulae	UniProt
A0A3G8JRP5		Gordonia	Gordonia insulae	UniProt
A0A3L6MPZ9		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L6N747		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L6N7P6		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L6NAN0		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L6NRW8		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L6NX41		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L6P3F2		Fusarium	Fusarium oxysporum f. sp. cepae	UniProt
A0A3L7AA48		Mycetocola	Mycetocola tolaasinivorans	UniProt
A0A3L7ANR2		Mycetocola	Mycetocola lacteus	UniProt
A0A3L8NZT5		Nocardioides	Nocardioides mangrovicus	UniProt
A0A3M0FUY2		Corynebacterium	Corynebacterium macginleyi	UniProt
A0A3M0FYK7		Corynebacterium	Corynebacterium macginleyi	UniProt
A0A3M0GDE6		Corynebacterium	Corynebacterium macginleyi	UniProt
A0A3M2JIX3		Cellulomonas	Cellulomonas triticagri	UniProt
A0A3M2L336		Nocardia	Nocardia stercoris	UniProt
A0A3M2L3R1		Nocardia	Nocardia stercoris	UniProt
A0A3M2L6T8		Nocardia	Nocardia stercoris	UniProt
A0A3M2LA07		Nocardia	Nocardia stercoris	UniProt
A0A3M2LAI4		Nocardia	Nocardia stercoris	UniProt
A0A3M2LBW7		Nocardia	Nocardia stercoris	UniProt
A0A3M2LCX8		Nocardia	Nocardia stercoris	UniProt
A0A3M2RQD1		Fusarium	Fusarium kuroshium	UniProt
A0A3M2S9C1		Fusarium	Fusarium kuroshium	UniProt
A0A3M2SEA0		Fusarium	Fusarium kuroshium	UniProt
A0A3M2SEI3		Fusarium	Fusarium kuroshium	UniProt
A0A3M2SKB2		Fusarium	Fusarium kuroshium	UniProt
A0A3M6WDQ0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6WZ66		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6YR15		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6YUA2		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M6ZAD8		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7AH16		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7BI73		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7BIG6		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7BIK7		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7CE99		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7CQP4		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7DPM0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7DY38		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7EAX0		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7F706		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7F861		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7FI85		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7GKI3		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7HCR1		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7HFF8		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7I2D4		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7I5N8		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7IC38		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7IKQ9		Hortaea	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	UniProt
A0A3M7MGF7		Pyrenophora	Pyrenophora seminiperda CCB06	UniProt
A0A3M7MGL6		Pyrenophora	Pyrenophora seminiperda CCB06	UniProt
A0A3M8K8Y7		Corynebacterium	Corynebacterium alimapuense	UniProt
A0A3M8Q5N8		Marinomonas	Marinomonas hwangdonensis	UniProt
A0A3M8TC21		Streptomyces	Streptomyces botrytidirepellens	UniProt
A0A3M9LXD0		Flexivirga	Flexivirga caeni	UniProt
A0A3M9M9H7		Flexivirga	Flexivirga caeni	UniProt
A0A3M9YL64		Verticillium	Verticillium nonalfalfae	UniProt
A0A3N0CNQ8		Nocardioides	Nocardioides marmoriginsengisoli	UniProt
A0A3N1GWD5		Pseudokineococcus	Pseudokineococcus lusitanus	UniProt
A0A3N1HIQ7		Saccharothrix	Saccharothrix texasensis	UniProt
A0A3N1HR12		Pseudokineococcus	Pseudokineococcus lusitanus	UniProt
A0A3N1NW66		Marinimicrobium	Marinimicrobium koreense	UniProt
A0A3N2GRC8		Amycolatopsis	Amycolatopsis thermoflava	UniProt
A0A3N2GU41		Amycolatopsis	Amycolatopsis thermoflava	UniProt
A0A3N2H3D0		Amycolatopsis	Amycolatopsis thermoflava	UniProt
A0A3N2H5C7		Amycolatopsis	Amycolatopsis thermoflava	UniProt
A0A3N2PY50		Sodiomyces	Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) (Alkaliphilic filamentous fungus)	UniProt
A0A3N2Q3K3		Sodiomyces	Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) (Alkaliphilic filamentous fungus)	UniProt
A0A3N4G9R4		Gordonia	Gordonia oryzae	UniProt
A0A3N4HF93		Ascobolus	Ascobolus immersus RN42	UniProt
A0A3N4JY06		Choiromyces	Choiromyces venosus 120613-1	UniProt
A0A3N4YLV3		Myceligenerans	Myceligenerans xiligouense	UniProt
A0A3N4ZHQ3		Myceligenerans	Myceligenerans xiligouense	UniProt
A0A3P8KPY4		Tsukamurella	Tsukamurella paurometabola (Corynebacterium paurometabolum)	UniProt
A0A3P8L8F4		Tsukamurella	Tsukamurella paurometabola (Corynebacterium paurometabolum)	UniProt
A0A3P8MBP5		Tsukamurella	Tsukamurella paurometabola (Corynebacterium paurometabolum)	UniProt
A0A3Q9BT01		Streptomyces	Streptomyces aquilus	UniProt
A0A3Q9C3F8		Streptomyces	Streptomyces aquilus	UniProt
A0A3Q9G3A0		Streptomyces	Streptomyces luteoverticillatus (Streptoverticillium luteoverticillatus)	UniProt
A0A3R7GUK0		Phytophthora	Phytophthora kernoviae	UniProt
A0A3R7H1B2		Phytophthora	Phytophthora kernoviae	UniProt
A0A3R7NDL4		Phytophthora	Phytophthora kernoviae	UniProt
A0A3R8PFB3		Corynebacterium	Corynebacterium bovis	UniProt
A0A3R8PNM3		Corynebacterium	Corynebacterium bovis	UniProt
A0A3R8R4U3		Corynebacterium	Corynebacterium bovis	UniProt
A0A3R8VUP5		Corynebacterium	Corynebacterium bovis	UniProt
A0A3R8VX92		Corynebacterium	Corynebacterium bovis	UniProt
A0A3R9DT78		Amycolatopsis	Amycolatopsis eburnea	UniProt
A0A3R9EN43		Amycolatopsis	Amycolatopsis eburnea	UniProt
A0A3R9I8H1		Streptococcus	Streptococcus oralis	UniProt
A0A3R9IHE3		Streptococcus	Streptococcus mitis	UniProt
A0A3R9KK12		Amycolatopsis	Amycolatopsis eburnea	UniProt
A0A3R9LW66		Streptococcus	Streptococcus oralis	UniProt
A0A3S0BIW1		Corynebacterium	Corynebacterium hylobatis	UniProt
A0A3S1D6K8		Dulcicalothrix	Dulcicalothrix desertica PCC 7102	UniProt
A0A3S1J6M4		Dulcicalothrix	Dulcicalothrix desertica PCC 7102	UniProt
A0A3S3A547		Rhodococcus	Rhodococcus xishaensis	UniProt
A0A3S3ARS2		Prescottella	Prescottella agglutinans	UniProt
A0A3S3B0C4		Rhodococcus	Rhodococcus spongiicola	UniProt
A0A3S3BLZ1		Rhodococcus	Rhodococcus spongiicola	UniProt
A0A3S3CPE0		Rhodococcus	Rhodococcus spongiicola	UniProt
A0A3S3CPJ6		Rhodococcus	Rhodococcus spongiicola	UniProt
A0A3S3CXY8		Prescottella	Prescottella agglutinans	UniProt
A0A3S3DZ23		Rhodococcus	Rhodococcus xishaensis	UniProt
A0A3S3LXT9		Microbacterium	Microbacterium enclense	UniProt
A0A3S3ZTD3		Prescottella	Prescottella agglutinans	UniProt
A0A3S4BJR4		Mycobacterium	Mycobacterium basiliense	UniProt
A0A3S4DT70		Mycobacterium	Mycobacterium basiliense	UniProt
A0A3S4RL90		Mycolicibacterium	Mycolicibacterium chitae (Mycobacterium chitae)	UniProt
A0A3S4RYQ8		Mycolicibacterium	Mycolicibacterium aurum (Mycobacterium aurum)	UniProt
A0A3S4S2U5		Mycolicibacterium	Mycolicibacterium aurum (Mycobacterium aurum)	UniProt
A0A3S4SVK9		Mycolicibacterium	Mycolicibacterium chitae (Mycobacterium chitae)	UniProt
A0A3S4TG33		Mycolicibacterium	Mycolicibacterium aurum (Mycobacterium aurum)	UniProt
A0A3S5Y0Z4		Rhodococcus	Rhodococcus hoagii (strain 103S) (Rhodococcus equi)	UniProt
A0A3S5Y1D9		Rhodococcus	Rhodococcus hoagii (strain 103S) (Rhodococcus equi)	UniProt
A0A3S5Y359		Rhodococcus	Rhodococcus hoagii (strain 103S) (Rhodococcus equi)	UniProt
A0A3S5YAF0		Rhodococcus	Rhodococcus hoagii (strain 103S) (Rhodococcus equi)	UniProt
A0A3S5YDC9		Rhodococcus	Rhodococcus hoagii (strain 103S) (Rhodococcus equi)	UniProt
A0A3S9VPM4		Butyricimonas	Butyricimonas faecalis	UniProt
A0A3T1D9P2		Cohnella	Cohnella abietis	UniProt
A0A401KFV0		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401KJU8		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401KP80		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401KUY7		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401KZX7		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401L182		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401L1F3		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401L4R5		Aspergillus	Aspergillus awamori (Black koji mold)	UniProt
A0A401MYJ0		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
A0A402C368		Rhodococcus	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	UniProt
A0A402C3B0		Rhodococcus	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	UniProt
A0A402C8M0		Rhodococcus	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	UniProt
A0A402CBK5		Rhodococcus	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	UniProt
A0A402CG88		Rhodococcus	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	UniProt
A0A402CGH5		Rhodococcus	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	UniProt
A0A409VYI4		Panaeolus	Panaeolus cyanescens	UniProt
A0A409X336		Psilocybe	Psilocybe cyanescens	UniProt
A0A410DYU7		Clostridium	Clostridium manihotivorum	UniProt
A0A410W633		Corynebacterium	Corynebacterium pelargi	UniProt
A0A410W9A3		Corynebacterium	Corynebacterium pelargi	UniProt
A0A411HFV7		Pseudolysobacter	Pseudolysobacter antarcticus	UniProt
A0A411HHC7		Pseudolysobacter	Pseudolysobacter antarcticus	UniProt
A0A415QMQ7		Butyricimonas	Butyricimonas virosa	UniProt
A0A418LAI3		Mycobacteroides	Mycobacteroides abscessus	UniProt
A0A418LQF2		Mycobacteroides	Mycobacteroides abscessus	UniProt
A0A418Q4N0		Corynebacterium	Corynebacterium falsenii	UniProt
A0A418Q5F5		Corynebacterium	Corynebacterium falsenii	UniProt
A0A418Q5W2		Corynebacterium	Corynebacterium falsenii	UniProt
A0A419I9D7		Amycolatopsis	Amycolatopsis panacis	UniProt
A0A420HAT1		Erysiphe	Erysiphe neolycopersici	UniProt
A0A420HAT4		Golovinomyces	Golovinomyces cichoracearum	UniProt
A0A420HI19		Erysiphe	Erysiphe neolycopersici	UniProt
A0A420I7E4		Golovinomyces	Golovinomyces cichoracearum	UniProt
A0A420I8D0		Golovinomyces	Golovinomyces cichoracearum	UniProt
A0A420IFN5		Golovinomyces	Golovinomyces cichoracearum	UniProt
A0A420ITR4		Golovinomyces	Golovinomyces cichoracearum	UniProt
A0A420IYZ5		Golovinomyces	Golovinomyces cichoracearum	UniProt
A0A420MPQ8		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420MPT1		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420MQ76		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420MQC2		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420MQE6		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420MRW9		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420PQ77		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420PQB8		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420PSZ7		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420QGG4		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420QGI8		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420R5M6		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420RQC6		Fusarium	Fusarium oxysporum (Fusarium vascular wilt)	UniProt
A0A420S494		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A420SIS2		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A420STJ5		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A420TPG9		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A420TX43		Gibberella	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	UniProt
A0A420XMG4		Motilibacter	Motilibacter peucedani	UniProt
A0A420Y670		Coniochaeta	Coniochaeta pulveracea	UniProt
A0A420Y682		Coniochaeta	Coniochaeta pulveracea	UniProt
A0A421FI57		Phytophthora	Phytophthora kernoviae	UniProt
A0A421H1T6		Phytophthora	Phytophthora kernoviae	UniProt
A0A423VLT2		Cytospora	Cytospora chrysosperma	UniProt
A0A423W3U4		Cytospora	Cytospora schulzeri	UniProt
A0A423WAT0		Cytospora	Cytospora leucostoma	UniProt
A0A423WCJ1		Cytospora	Cytospora chrysosperma	UniProt
A0A423WKA8		Cytospora	Cytospora schulzeri	UniProt
A0A423WT83		Cytospora	Cytospora schulzeri	UniProt
A0A426Q4V1		Corynebacterium	Corynebacterium bovis	UniProt
A0A426Q6J1		Corynebacterium	Corynebacterium bovis	UniProt
A0A427TDZ8		Amycolatopsis	Amycolatopsis eburnea	UniProt
A0A427Z7Z9		Streptococcus	Streptococcus sanguinis	UniProt
A0A428BYU3		Streptococcus	Streptococcus oralis	UniProt
A0A428G343		Streptococcus	Streptococcus oralis	UniProt
A0A428NTH1		Fusarium	Fusarium duplospermum	UniProt
A0A428PKX6		Fusarium	Fusarium duplospermum	UniProt
A0A428QD96		Fusarium	Fusarium duplospermum	UniProt
A0A428R621		Fusarium	Fusarium floridanum	UniProt
A0A428R6N0		Fusarium	Fusarium duplospermum	UniProt
A0A428R774		Fusarium	Fusarium floridanum	UniProt
A0A428RFK8		Fusarium	Fusarium floridanum	UniProt
A0A428SGN3		Fusarium	Fusarium floridanum	UniProt
A0A428SIK6		Fusarium	Fusarium floridanum	UniProt
A0A428SVH2		Fusarium	Fusarium ambrosium	UniProt
A0A428T1R0		Fusarium	Fusarium oligoseptatum	UniProt
A0A428TFS9		Fusarium	Fusarium oligoseptatum	UniProt
A0A428TMV1		Fusarium	Fusarium oligoseptatum	UniProt
A0A428U0E5		Fusarium	Fusarium oligoseptatum	UniProt
A0A428U0H9		Fusarium	Fusarium oligoseptatum	UniProt
A0A428U1D0		Fusarium	Fusarium ambrosium	UniProt
A0A428UD57		Fusarium	Fusarium ambrosium	UniProt
A0A428X152		Amycolatopsis	Amycolatopsis balhimycina DSM 5908	UniProt
A0A428ZDX3		Kibdelosporangium	Kibdelosporangium aridum	UniProt
A0A430F5V7		Bifidobacterium	Bifidobacterium castoris	UniProt
A0A430F9D7		Bifidobacterium	Bifidobacterium callimiconis	UniProt
A0A430G714		Sphingomonas	Sphingomonas koreensis	UniProt
